#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2013,,10000,Participación Impuestos sobre la Renta Personas Físicas,2786100.0,,2786100.0,2810589.95
2013,,11200,Impuesto sobre Bienes Inmuebles de Naturaleza Rústica,136000.0,,136000.0,146672.63
2013,,11300,Impuesto sobre Bienes Inmuebles de Naturaleza Urbana,32574352.0,,32574352.0,34521362.47
2013,,11500,Impuesto sobre Vehículos de Tracción Mecánica,11700000.0,,11700000.0,11479575.67
2013,,11600,Impuestos sobre el Incremento del Valor de los Terrenos de Naturaleza Urbana,4314886.0,,4314886.0,8305647.79
2013,,13000,Impuestos sobre Actividades Económicas,5673664.0,,5673664.0,6003721.78
2013,,21000,Cesión relativa al Impuesto del Valor Añadido,3457000.0,,3457000.0,3469380.72
2013,,22000,Impuesto sobre el alcohol y bebidas derivadas,46160.0,,46160.0,46329.0
2013,,22001,Impuesto sobre la cerveza,16850.0,,16850.0,16910.28
2013,,22003,Impuesto sobre las labores del tabaco,358060.0,,358060.0,382730.87
2013,,22004,Impuesto sobre hidrocarburos,367330.0,,367330.0,368647.68
2013,,22006,Impuesto sobre productos intermedios,1040.0,,1040.0,1044.72
2013,,29000,"Impuesto sobre Construcciones, Instalaciones y Obras",10000000.0,,10000000.0,2907359.32
2013,,30100,Tasas servicio alcantarillado,1000000.0,,1000000.0,51313.21
2013,,30200,Recogida y Gestión Residuos Solidos Urbanos,3007638.0,,3007638.0,2838467.11
2013,,32100,Tasa por Licencias Urbanísticas,6577881.0,,6577881.0,2165252.33
2013,,32500,Tasa por Expedición de Documentos,100000.0,,100000.0,112549.87
2013,,32600,Tasa por retirada de vehículos,378000.0,,378000.0,305357.42
2013,,32900,Tasa por prestación del servicio de extinción de incendios,60000.0,,60000.0,63335.95
2013,,32902,Tasas por autorización administva y registro  animales potencialmente peligrosos,15000.0,,15000.0,12968.87
2013,,32903,Tasa por Licencias de Apertura de establecimientos,1000000.0,,1000000.0,975920.96
2013,,32904,Utilización de instalaciones municipales para celebración matrimonios,39600.0,,39600.0,40870.8
2013,,32905,Proteccion de animales domesticos y/o de compañia,,,,3000.72
2013,,33100,Tasa por entrada vehículos a través de aceras y reservas de vía pública,482000.0,,482000.0,554710.63
2013,,33200,"Tasa ocupación subsuelo, vuelo y suelo de terrenos de uso público",2200000.0,,2200000.0,2909938.12
2013,,33300,"Tasa por ocupación de subsuelo, vuelo y suelo de terrenos de uso público",1225000.0,,1225000.0,466626.84
2013,,33400,"Tasa apertura zanjas, calicatas y calas en terrenos uso público",34000.0,,34000.0,177148.91
2013,,33500,Tasa por ocupación de terrenos de uso público con finalidad lucrativa,518000.0,,518000.0,649298.8
2013,,33900,Tasa por instalación Quioscos en Vía Pública,17000.0,,17000.0,16715.49
2013,,33901,"Tasa ocupación vía pública con puestos, barracas, casetas, espectáculos.",180000.0,,180000.0,163722.85
2013,,33902,"Tasa por ocupación con mercancía, materiales construcción, escombros, vallas",46200.0,,46200.0,292535.42
2013,,33903,Tasa ocupación de terrenos uso público con soportes publicitarios,147000.0,,147000.0,142344.13
2013,,33904,Otras ocupaciones de terrenos de uso público,74000.0,,74000.0,94782.65
2013,,34100,Programa Ayuda a Domicilio,140000.0,,140000.0,128370.81
2013,,34101,Comedor para Desempleados,6000.0,,6000.0,12913.0
2013,,34102,Servicios de sanidad y atención a animales abandonados,1870.0,,1870.0,2373.18
2013,,34103,Servicio teleasistencia,35000.0,,35000.0,31072.28
2013,,34104,Servicio comida a domicilio,45000.0,,45000.0,26141.28
2013,,34200,Precio Público apertura de colegios en días no lectivos,98500.0,,98500.0,79250.0
2013,,34202,Precio Público por derechos de matrícula y de examen del Conservatorio Municipal,159000.0,,159000.0,149735.0
2013,,34300,Actividades Deportivas,1309732.0,,1309732.0,719448.23
2013,,34301,Campus deportivo,40114.0,,40114.0,
2013,,34302,Piscinas,407973.0,,407973.0,320710.8
2013,,34303,Campeonatos Municipales,211728.0,,211728.0,29065.98
2013,,34304,Alquiler instalaciones deportivas,173627.0,,173627.0,141630.8
2013,,34400,Precio Público por la prestación de Servicios Culturales,223950.11,,223950.11,267490.35
2013,,34900,Programas Área de Juventud,25000.0,,25000.0,16450.5
2013,,34901,Otros Precios Públicos diversos,33000.0,,33000.0,29450.71
2013,,38900,Reintegros Presupuestos Cerrados,50000.0,,50000.0,282648.04
2013,,38901,Reintegros de anuncios a cargo de particulares,85800.0,,85800.0,1222.32
2013,,38902,Obras o Instalaciones a cargo de particulares,33000.0,,33000.0,
2013,,38903,Reintegro por Transporte Tercera Edad,10000.0,,10000.0,562.0
2013,,39100,Multas por infracciones urbanísticas,250000.0,,250000.0,234836.96
2013,,39110,Multas por infracciones tributarias y análogas,1255392.0,,1255392.0,1415540.03
2013,,39120,Multas por infracciones de la Ordenanza de circulación,1500000.0,,1500000.0,1231060.0
2013,,39190,Otras multas y sanciones,700000.0,,700000.0,649884.1
2013,,39211,Recargo de apremio,820000.0,,820000.0,1205581.88
2013,,39300,Intereses de demora,860000.0,,860000.0,1073074.48
2013,,39700,Canon por aprovechamientos urbanísticos,3814900.0,,3814900.0,
2013,,39900,Otros ingresos varios,55000.0,,55000.0,58925.3
2013,,39901,Recursos eventuales,1100.0,,1100.0,
2013,,39902,Recogida selectiva de Residuos Sólidos Envases,497000.0,,497000.0,521831.95
2013,,39903,Recogida Selectiva Papel y Cartón,114000.0,,114000.0,107795.35
2013,,39904,Publicidad recogida selectiva,,,,30.49
2013,,39905,Energía solar fotovoltaica,12100.0,,12100.0,1192.22
2013,,39906,Convenio residuos eléctricos y electrónicos,1800.0,,1800.0,5609.89
2013,,39907,Recogida selectiva de vidrio,14000.0,,14000.0,13893.4
2013,,42010,Fondo Complementario de Financiación,45825690.0,,45825690.0,45825688.56
2013,,42091,Programa tratamiento de la drogodependencia,35000.0,,35000.0,
2013,,42190,De otros Organismos Autónomos y Agencias,49500.0,,49500.0,19484.25
2013,,45002,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y Políticas de Igualdad,1488660.0,562861.6,2051521.6,4663076.84
2013,,45030,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,2177000.0,,2177000.0,692053.5
2013,,45051,Casas de Oficios,,,,
2013,,45052,Talleres de empleo,,,,
2013,,45060,Otras transferencias corrientes convenios con la Comunidad Autónoma,52000.0,,52000.0,50413.0
2013,,45081,Otras subvenciones corrientes de la Comunidad Autónoma: BESCAM,3850000.0,,3850000.0,6013865.84
2013,,45102,Consorcio Regional de Transporte - Plan Mobilidad Urbana,,,,
2013,,47000,De Empresas privadas,,,,4237.2
2013,,48000,Otras transferencias corrientes de particulares,6600.0,,6600.0,4971.58
2013,,49000,Del Fondo Social Europeo,,,,6720.0
2013,,52000,Intereses de depósitos,60000.0,,60000.0,566017.75
2013,,53412,Consorcio Urbanistico Mostoles-Sur,460000.0,,460000.0,
2013,,53701,De empresas privadas - Canal Isabel II,650000.0,,650000.0,1221486.29
2013,,55000,Concesiones administrativas con contraprestación  periódica,587093.0,,587093.0,262327.72
2013,,55100,Concesiones administrativas con contraprestación no periódica,1100.0,,1100.0,
2013,,55200,Derecho de superficie con contraprestación periódica,457559.0,,457559.0,64458.67
2013,,60000,Venta de Solares,3101000.0,,3101000.0,629075.66
2013,,60301,Enajenación del suelo procedente de aprovechamientos en desarrollo,7110660.0,,7110660.0,
2013,,61900,Enajenación de otras inversiones reales,1772200.0,,1772200.0,275490.39
2013,,75030,Transferencias capital convenio Comunidad Autónoma en materia de Educación,233000.0,,233000.0,
2013,,75080,Otras transferencias de la Administración General de la Comunidad Autónoma,,,,9531.84
2013,,75100,SEIS Municipal. Subvención UNESPA,490000.0,354249.81,844249.81,554856.46
2013,,79200,Subvenciones del Exterior. Fondos Europeos,,,,532803.7
2013,,83000,Reintegros de préstamos de fuera del sector público,200000.0,,200000.0,180002.52
2013,,87000,Para gastos generales,,2827000.0,2827000.0,
2013,,87010,Para gastos con financiación afectada,,1461734.71,1461734.71,
2013,,91300,Préstamos recibidos a largo plazo de entes de fuera del sector público,,131936.95,131936.95,25063359.07
2013,,94100,Depósitos y fianzas recibidos,90000.0,,90000.0,216290.53
