#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10.0,111.0,31000.0,Intereses,10.0,,3.0,4360000.0,,4360000.0,3846852.06
10.0,111.0,91300.0,Amortización de préstamos a medio y largo plazo de fuera del sector público,10.0,,9.0,17824256.0,3710563.69,21534819.69,21502289.79
10.0,9201.0,12003.0,Administración General.Sueldos del Grupo C1,10.0,9.0,1.0,,,,8444.8
10.0,9201.0,12006.0,Administración General.Trienios,10.0,9.0,1.0,,,,3608.57
10.0,9201.0,12100.0,Administración General.Complemento de destino,10.0,9.0,1.0,,,,5680.2
10.0,9201.0,12101.0,Administración General.Complemento específico,10.0,9.0,1.0,,,,8220.48
10.0,9201.0,13000.0,Administración General Retribuciones básicas,10.0,9.0,1.0,52031.14,,52031.14,49931.85
10.0,9201.0,13001.0,Administración General.Horas extraordinarias,10.0,9.0,1.0,,,,20.0
10.0,9201.0,13002.0,Administración General Otras remuneraciones,10.0,9.0,1.0,5890.5,,5890.5,4456.59
10.0,9201.0,16000.0,Administración General Seguridad Social,10.0,9.0,1.0,17897.79,,17897.79,30746.52
10.0,9201.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",10.0,9.0,2.0,,,,208.56
10.0,9201.0,21400.0,Administración General.Elementos de transporte,10.0,9.0,2.0,,,,22.95
10.0,9201.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,30000.0,15000.0,45000.0,43196.54
10.0,9201.0,22001.0,"Prensa, revistas, libros y otras publicaciones",10.0,9.0,2.0,6000.0,,6000.0,5271.9
10.0,9201.0,22202.0,Administración General.Telegráficas,10.0,9.0,2.0,,,,52.76
10.0,9201.0,22400.0,Primas de seguros de edificios y locales,10.0,9.0,2.0,65000.0,,65000.0,60417.94
10.0,9201.0,22401.0,Primas de seguros de vehículos,10.0,9.0,2.0,87000.0,,87000.0,69976.55
10.0,9201.0,22402.0,Primas de seguros por Responsabilidad Civil,10.0,9.0,2.0,60000.0,,60000.0,52384.82
