#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2011,,10000,Participación Impuestos sobre la Renta Personas Físicas,2969250.0,,2969250.0,2969250.96
2011,,11200,Impuesto sobre Bienes Inmuebles de Naturaleza Rústica,14872.0,,14872.0,13782.35
2011,,11300,Impuesto sobre Bienes Inmuebles de Naturaleza Urbana,25600000.0,,25600000.0,25655737.74
2011,,11500,Impuesto sobre Vehículos de Tracción Mecánica,11700000.0,,11700000.0,11601950.09
2011,,11600,Impuestos sobre el Incremento del Valor de los Terrenos de Naturaleza Urbana,3250000.0,,3250000.0,2490776.19
2011,,13000,Impuestos sobre Actividades Económicas,4500000.0,,4500000.0,4820976.82
2011,,21000,Cesión relativa al Impuesto del Valor Añadido,3076270.0,,3076270.0,3240856.44
2011,,22000,Impuesto sobre el alcohol y bebidas derivadas,50870.0,,50870.0,50187.12
2011,,22001,Impuesto sobre la cerveza,17960.0,,17960.0,17724.12
2011,,22003,Impuesto sobre las labores del tabaco,358080.0,,358080.0,358078.2
2011,,22004,Impuesto sobre hidrocarburos,425260.0,,425260.0,419588.64
2011,,22006,Impuesto sobre productos intermedios,1180.0,,1180.0,1161.12
2011,,29000,"Impuesto sobre Construcciones, Instalaciones y Obras",19773912.0,,19773912.0,3838654.35
2011,,30100,Tasas servicio alcantarillado,300000.0,,300000.0,625695.69
2011,,32100,Tasa por Licencias Urbanísticas,10983122.0,,10983122.0,2531389.78
2011,,32500,Tasa por Expedición de Documentos,21500.0,,21500.0,90659.02
2011,,32600,Tasa por retirada de vehículos,,,,356309.58
2011,,32900,Tasa por prestación del servicio de extinción de incendios,65500.0,,65500.0,65003.91
2011,,32901,Tasa por la retirada de contenedores de la vía pública,300000.0,,300000.0,
2011,,32902,Tasas por autorización administva y registro  animales potencialmente peligrosos,12550.0,,12550.0,11530.88
2011,,32903,Tasa por Licencias de Apertura de establecimientos,960000.0,,960000.0,835038.71
2011,,32904,Utilización de instalaciones municipales para celebración matrimonios,30000.0,,30000.0,25562.43
2011,,32905,Proteccion de animales domesticos y/o de compañia,,,,52.65
2011,,33100,Tasa por entrada vehículos a través de aceras y reservas de vía pública,450000.0,,450000.0,585511.19
2011,,33200,"Tasa ocupación subsuelo, vuelo y suelo de terrenos de uso público",2500000.0,,2500000.0,2174416.76
2011,,33300,"Tasa por ocupación de subsuelo, vuelo y suelo de terrenos de uso público",827337.0,,827337.0,505911.07
2011,,33400,"Tasa apertura zanjas, calicatas y calas en terrenos uso público",11860.0,,11860.0,34360.28
2011,,33500,Tasa por ocupación de terrenos de uso público con finalidad lucrativa,450000.0,,450000.0,434755.17
2011,,33900,Tasa por instalación Quioscos en Vía Pública,16200.0,,16200.0,15403.81
2011,,33901,"Tasa ocupación vía pública con puestos, barracas, casetas, espectáculos.",250000.0,,250000.0,148931.21
2011,,33902,"Tasa por ocupación con mercancía, materiales construcción, escombros, vallas",14500.0,,14500.0,59593.93
2011,,33903,Tasa ocupación de terrenos uso público con soportes publicitarios,30000.0,,30000.0,265369.9
2011,,33904,Otras ocupaciones de terrenos de uso público,80000.0,,80000.0,70887.52
2011,,34100,Programa Ayuda a Domicilio,172000.0,,172000.0,143020.43
2011,,34101,Comedor para Desempleados,120000.0,,120000.0,9604.0
2011,,34102,Servicios de sanidad y atención a animales abandonados,1500.0,,1500.0,2151.62
2011,,34103,Servicio teleasistencia,,,,32937.0
2011,,34104,Servicio comida a domicilio,,,,45319.43
2011,,34200,Precio Público apertura de colegios en días no lectivos,95500.0,,95500.0,93996.0
2011,,34201,"Precio Público por programa ""colonias de verano medioambientales""",20000.0,,20000.0,
2011,,34202,Precio Público por derechos de matrícula y de examen del Conservatorio Municipal,88100.0,,88100.0,94575.0
2011,,34300,Actividades Deportivas,1196000.0,,1196000.0,1131612.47
2011,,34301,Campus deportivo,52000.0,,52000.0,31527.3
2011,,34302,Piscinas,390500.0,,390500.0,321464.94
2011,,34303,Campeonatos Municipales,188000.0,,188000.0,235155.14
2011,,34304,Alquiler instalaciones deportivas,232500.0,,232500.0,192125.46
2011,,34400,Precio Público por la prestación de Servicios Culturales,229400.0,,229400.0,241133.6
2011,,34900,Programas Área de Juventud,85000.0,,85000.0,69527.0
2011,,34901,Otros Precios Públicos diversos,50000.0,,50000.0,10946.3
2011,,38900,Reintegros Presupuestos Cerrados,90000.0,,90000.0,45536.69
2011,,38901,Reintegros de anuncios a cargo de particulares,78000.0,,78000.0,6753.6
